Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,GS,MinIncET,KMHSPEED,OutPossHighDecels,OutPossHighAccels,OutPossDistSprint,OutPossDistHSRun,DistanceRunOutPoss,InPossHighDecels,InPossHighAccels,InPossDistSprint,InPossDistHSRun,DistanceRunInPoss,TopSpeed,ScndHalfHighDecels,ScndHalfHighAccels,ScndHalfDistSprint,ScndHalfDistHSRun,DistanceRunScndHalf,FirstHalfHighDecels,FirstHalfHighAccels,FirstHalfDistSprint,FirstHalfDistHSRun,DistanceRunFirstHalf
1,6lk22pf6jquikx5auy7e87wx6,747844,Clé,Clé,Left Attacking Midfielder,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,622469,Euclides,Tavares Andrade,Left Attacking Midfielder,1,69,27,1,69,27.19,2,2,14.6,178.0,3592.3,6,7,72.5,191.6,3702.0,7.55,4,3,29.8,131.4,2565.0,5,6,57.3,239.1,4739.7
1,5rf0jhxtd07bnndbjh0ovf4r9,184038,G. Amos,Gad Amos,Goalkeeper,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,74461,Gad,Amos,Goalkeeper,1,90,36,1,103,21.77,2,1,0.0,9.9,2781.3,2,2,10.3,15.5,2035.4,6.05,4,1,10.3,23.4,2510.8,0,2,0.0,2.1,2314.1
1,168y83gw8t2rvawtf6cty3hex,527200,S. Fadida,Sa'ar Fadida,Left Attacking Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234916,Sa'ar,Fadida,Left Attacking Midfielder,1,79,28,1,82,28.70,8,6,111.7,377.9,4624.3,9,2,89.9,342.9,4272.0,7.97,2,1,88.2,207.8,2941.1,15,7,113.9,514.8,5970.6
1,2rtx5fdppxirmf6sttk0uqz56,778420,T. Muzie,Timothy Muzie,Left Attacking Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512260,Timothy,Muzie,Left Attacking Midfielder,1,90,24,1,101,31.61,9,5,200.8,432.6,7207.6,11,8,110.4,309.1,3412.2,8.78,16,9,177.9,386.5,5695.0,5,5,133.3,356.9,4938.0
1,cntz26i7p4q9fyzh55xswpudw,999291,J. Kalu,Johnbosco Kalu,Centre Forward,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,573605,Johnbosco,Kalu,Centre Forward,1,31,27,1,28,29.92,2,4,38.6,110.4,2014.6,1,2,78.2,111.5,1174.3,8.31,0,0,0.0,0.0,0.0,3,6,116.7,222.1,3193.2
1,3smmetumwei5dkt296qnz1ex,532371,A. Eshata,Awaka Eshata,Right Back,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549484,Awaka,Eshata,Right Back,1,45,26,1,49,25.44,2,1,15.1,87.2,3049.3,3,2,12.2,40.6,2256.2,7.07,0,0,0.0,0.0,0.0,5,3,27.3,128.2,5312.0
1,4q5v1wx6mekt94vck7kedexhw,858231,Y. Teper,Yonatan Teper,Central Midfielder,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,624021,Yonatan,Teper,Central Midfielder,1,23,24,1,22,27.64,2,3,11.1,48.5,1542.6,1,0,30.0,46.1,829.6,7.68,0,0,0.0,0.0,0.0,3,3,41.2,94.6,2374.2
1,a9gkoirq90d9aa4haa7eyd7ft,286141,O. Nadir,Ofek Nadir,Left Back,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,235668,Ofek,Nadir,Left Back,1,77,26,1,80,30.18,10,6,184.2,295.7,4924.1,7,3,33.8,135.5,4265.7,8.38,5,3,187.9,219.9,3669.9,12,6,30.4,211.3,5530.8
1,4ygr4t3mxxkiaf13cr4hp1ii1,540541,O. Darwish,Obeida Darwish,Right Back,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590894,Obeida,Darwish,Right Back,1,90,26,1,95,28.17,9,5,72.7,386.1,5937.1,3,3,148.2,218.0,4478.0,7.83,8,4,140.6,297.3,5532.7,4,4,80.6,307.5,4899.4
1,56durctv5ftmbu9zbmvy9jims,,A. Taha,Ahmad Taha,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590888,Ahmad,Taha,Central Midfielder,1,60,20,1,63,31.64,5,7,145.7,286.4,3936.2,4,1,25.9,31.2,2974.9,8.79,2,1,57.5,41.1,1400.4,8,7,114.4,277.0,5522.5
1,5whynqf5opfxdhlhfdtydrgq2,847263,M. Abu Nil,Muhammad Abu Nil,Goalkeeper,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512446,Muhammad,Abu Nil,Goalkeeper,1,90,24,1,103,19.48,3,5,2.0,13.1,3878.4,3,6,0.0,4.8,2960.5,5.41,1,5,0.0,3.4,3267.1,5,6,2.0,14.5,3581.3
1,7yoti49up7torl5o9f6ah69yh,286146,A. Azugi,Alon Azugi,Right Back,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463654,Alon,Azugi,Right Back,1,82,26,1,86,28.57,20,9,121.9,410.5,5739.6,4,2,48.8,133.3,3937.5,7.94,9,3,71.4,225.1,3774.9,15,9,99.2,319.4,5917.3
1,kvny4bvfkzrpm0vi8u391qeh,483606,M. Shaker,Muhamad Shaker,Right Attacking Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,227447,Muhamad,Shaker,Right Attacking Midfielder,1,90,28,1,103,31.28,17,4,240.4,346.2,6420.3,11,3,219.7,298.7,4632.4,8.69,7,1,148.0,304.9,5534.4,21,6,312.9,341.5,5533.6
1,1761f95ysqp2xfavgo4v9whcl,291835,G. Badash,Guy Badash,Right Attacking Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,222303,Guy,Badash,Right Attacking Midfielder,1,90,31,1,102,25.86,8,4,27.9,297.9,5451.1,7,11,38.1,285.0,4652.6,7.18,10,12,42.5,406.9,5048.2,5,4,23.5,177.0,5067.3
1,2nvmxpj8gh0ubhbepwp1w213o,993451,E. Madmon,Elad Madmon,Left Attacking Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,624084,Elad,Madmon,Left Attacking Midfielder,1,45,21,1,47,30.28,9,4,83.4,246.1,2795.6,2,1,74.2,178.0,3098.4,8.41,0,0,0.0,0.0,0.0,12,5,158.0,424.6,5901.2
1,3hsoubkc41gbw0cflqyzx83u2,846800,R. Unger,Ron Unger,Right Wing Back,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512535,Ron,Unger,Right Wing Back,1,90,24,1,97,27.70,17,11,43.9,337.2,6773.8,13,6,121.0,217.9,4109.5,7.69,13,9,87.5,258.0,5051.0,19,10,77.4,297.8,5844.1
1,8eeb2fz5l6onpqsobl4pro9p0,943046,O. Baye,Orel Baye,Left Attacking Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,582793,Orel,Baye,Left Attacking Midfielder,1,3,21,1,2,28.88,1,1,23.9,6.0,246.2,0,0,0.0,0.0,67.3,8.02,0,0,0.0,0.0,0.0,1,1,23.9,6.0,313.8
1,ab1edl8fxlvptd7416yuv7sut,298018,T. Ben Zaken,Tom Ben Zaken,Right Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234935,Tom,Ben Zaken,Right Back,1,45,30,1,50,26.54,6,5,15.0,222.7,2686.3,3,6,41.3,147.2,2463.0,7.37,0,0,0.0,0.0,0.0,10,12,56.3,370.6,5157.5
1,dvnvalf9m5m8302a1qy19444,878303,A. Levi,Adir Levi,Right Attacking Midfielder,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,534246,Adir,Levi,Right Attacking Midfielder,1,69,23,1,74,29.39,13,5,40.2,282.5,3895.3,22,9,161.2,399.1,5119.6,8.16,6,4,47.7,178.5,2647.3,30,13,153.7,504.3,6380.9
1,e5hecb7wjysyz5vvy1u8wbspg,849291,S. Turiel,Stav Turiel,Right Winger,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512418,Stav,Turiel,Right Winger,1,90,24,1,103,30.80,10,9,50.4,374.0,4865.2,13,13,225.3,364.7,6501.3,8.56,9,10,140.6,359.7,5652.8,18,12,135.1,380.7,5731.1
1,biigntvnmyatamzo6u6w0fw89,819868,G. Diba,George Diba,Right Centre Back,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549420,George,Diba,Right Centre Back,1,90,27,1,102,25.98,7,8,25.0,215.3,5242.2,2,5,25.5,94.7,5489.5,7.22,8,3,36.9,125.0,5545.4,2,10,13.9,185.6,5198.4
1,1ljdcv6yo519laekcjnf6i9gq,749284,G. Beni,Golan Beni,Centre Attacking Midfielder,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,475576,Golan,Beni,Centre Attacking Midfielder,1,69,24,1,69,25.54,3,0,20.5,399.2,4221.0,3,3,21.2,332.5,4333.7,7.09,3,2,8.5,183.7,2929.2,4,2,33.2,548.7,5637.9
1,75ln248xvpebdwz0u572j133d,488349,O. Katz,Omer Katz,Goalkeeper,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,488201,Omer,Katz,Goalkeeper,1,90,27,1,95,18.81,3,2,0.0,12.8,2424.2,2,2,0.0,5.1,2971.4,5.23,3,3,0.0,8.1,3226.1,2,1,0.0,9.8,2178.5
1,ed5h5unlqyk1p83o92yfelzhl,487872,M. Gantus,Maroun Gantus,Right Centre Back,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234880,Maroun,Gantus,Right Centre Back,1,90,29,1,103,30.31,24,12,130.1,386.5,6466.2,8,0,31.7,165.3,3877.3,8.42,25,12,103.1,297.7,5193.2,9,2,58.7,255.6,5166.2
1,ee3rkow0hamg95akjrax2ksbu,786511,Z. Ahmed,Zahi Ahmed,Right Attacking Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,625981,Zahi,Ahmed,Right Attacking Midfielder,1,63,24,1,66,30.25,5,4,106.4,262.2,2727.7,13,7,80.7,285.8,4747.6,8.40,4,3,61.5,78.4,1898.9,17,9,125.6,469.9,5583.8
1,d250qr9jyk8yjt0k6b44kohgq,834547,I. Tamam,Ilay Tamam,Centre Attacking Midfielder,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512561,Ilay,Tamam,Centre Attacking Midfielder,1,59,24,1,63,28.98,6,1,36.2,294.2,3951.1,9,3,147.4,381.8,4200.6,8.05,4,2,53.8,182.9,1533.7,12,4,130.2,494.0,6631.1
1,5se3q4aim0hm17xyb0k65g355,328351,D. Nir,Dror Nir,Left Back,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607131,Dror,Nir,Left Back,1,89,32,1,93,28.28,14,5,115.4,364.9,4503.7,4,5,51.1,161.5,5324.5,7.86,7,7,51.6,270.9,5031.8,11,3,115.0,255.9,4810.9
1,dqjl4656em78riczpw1cx2wkq,846208,R. Keller,Rotem Keller,Left Wing Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512586,Rotem,Keller,Left Wing Back,1,90,22,1,96,31.47,10,9,83.2,218.9,5270.1,8,5,188.3,269.9,4747.0,8.74,5,9,93.7,225.2,4957.9,13,5,177.9,263.8,5071.7
1,7g2mvl0zfjphlr7nou5i4f1pm,821860,G. Mizrahi,Guy Mizrahi,Right Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,534476,Guy,Mizrahi,Right Back,1,72,24,1,75,27.13,12,5,64.0,254.9,3365.6,6,2,16.2,172.7,5556.8,7.54,4,1,7.2,146.4,3070.9,14,6,73.2,281.4,5861.1
1,cglg6zav52fhsjjqpcv1o1jpw,896913,H. Yermakov,Heorhii Yermakov,Goalkeeper,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,543930,Heorhii,Yermakov,Goalkeeper,1,90,23,1,101,19.01,3,2,0.0,3.9,1864.0,1,0,0.0,0.0,3590.7,5.28,3,1,0.0,3.9,2949.0,1,1,0.0,0.0,2512.7
1,83krv4xlkpr3b2wlgqr1rm54a,,F. Abu Akel,Feras Abu Akel,Defensive Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491396,Feras,Abu Akel,Defensive Midfielder,1,55,28,1,57,24.72,4,7,19.6,238.9,3404.2,1,4,0.0,78.1,3289.3,6.87,1,1,0.0,12.4,776.1,5,10,19.6,305.1,5930.4
1,1dswxaginufki0o6lncurtlp0,,N. Shedo,Nevo Shedo,Centre Forward,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,570796,Nevo,Shedo,Centre Forward,1,90,22,1,103,29.48,13,6,41.5,284.0,6125.7,13,5,243.2,389.2,4864.2,8.19,9,3,95.3,215.2,5033.1,19,8,189.4,459.5,5976.2
1,36v1niqu06g03ctfbh4gm38ph,,R. Zikri,Roei Zikri,Left Attacking Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,221979,Roei,Zikri,Left Attacking Midfielder,1,66,32,1,69,25.87,4,3,11.9,68.1,3337.3,5,5,32.0,172.4,4022.6,7.19,4,4,18.6,106.1,2169.0,5,4,25.2,134.9,5200.0
1,7y9bnumjsieu519lt9xoyc844,,B. Shaheen,Bilal Shaheen,Left Back,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,591183,Bilal,Shaheen,Left Back,1,54,22,1,54,32.61,6,3,133.9,182.3,3275.4,2,1,5.6,36.0,2182.3,9.06,2,1,43.3,59.1,960.4,6,4,96.2,159.4,4505.5
1,ddaypsfbnqmy5cuewt5ykw3kk,,J. Bushnak,Jubayer Bushnaq,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549348,Jubayer,Bushnaq,Central Midfielder,1,83,22,1,86,28.44,14,7,61.7,239.4,5397.7,11,6,129.4,341.5,3936.5,7.90,7,3,101.8,306.3,4062.6,21,10,89.3,275.3,5285.3
1,4yj0tpvyk7hrj7iejv52autey,,D. Dzhulani,Daniel Dzhulani,Left Wing Back,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512601,Daniel,Dzhulani,Left Wing Back,1,23,22,1,22,25.82,2,1,17.2,102.6,1559.0,1,0,0.0,29.0,679.2,7.17,0,0,0.0,0.0,0.0,3,1,17.2,131.6,2240.2
1,9kuizd40190klm83a9b5zzpey,,Aílson Tavares,Aílson Tavares,Defensive Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,660606,Aílson Júnior,Mendes Tavares,Defensive Midfielder,1,90,27,1,101,30.69,10,7,133.3,391.5,7177.7,4,1,20.7,119.9,3640.1,8.52,6,6,78.1,273.3,5646.7,8,3,76.3,238.6,5185.4
1,cuuqsx3evq71cml0vhz7i4odm,,Y. Nassar,Yazen Nassar,Left Back,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512460,Yazen,Nassar,Left Back,1,90,28,1,103,29.46,18,4,229.4,365.6,4602.5,13,8,84.4,271.3,5974.2,8.18,12,4,145.0,250.0,5073.6,20,8,169.7,388.0,5519.0
1,16w6vjcelqzzrf5frk2ug08dm,,H. Shapso,Haroun Shapso,Right Centre Back,18909,Ironi Tiberias,I Tiberias,ITB,8k3kbfzfqi2senhosaaimvgjm,Ironi Tiberias,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,607041,Haroun,Shapso,Right Centre Back,1,90,26,1,97,24.81,12,5,13.5,162.4,5657.3,5,6,2.0,46.8,3070.3,6.89,9,9,2.0,107.6,4301.1,8,2,13.5,101.9,4435.9
1,3ndislzuxmyb6flq1g33zvthw,,A. Idoko,Andrew Idoko,Centre Forward,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,666795,Andrew,Idoko,Centre Forward,1,63,19,1,67,28.69,7,6,45.9,177.9,4223.0,4,4,104.4,187.9,3273.7,7.97,2,4,12.1,112.8,1928.8,9,6,138.4,253.6,5577.9
1,5t6m3svpmmbcmvmfot76bipsk,,D. Dappa,Daniel Dappa,Centre Forward,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,663583,Daniel,Dappa,Centre Forward,1,90,17,1,103,28.17,7,6,44.0,411.3,4674.4,10,4,107.3,316.4,5389.4,7.82,8,4,97.7,283.4,4766.2,10,6,53.9,445.2,5312.8
1,5071els4ac7xna8wahv7dfcic,,Y. Ferber,Yonatan Ferber,Right Attacking Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,663588,Yonatan,Ferber,Right Attacking Midfielder,1,84,23,1,86,28.51,10,5,53.5,313.0,4885.8,12,4,69.0,274.5,5158.6,7.92,4,1,66.1,270.5,4265.0,18,8,56.5,317.3,5790.8
1,4pbo2umjes1p883exi0v66iok,,Y. Distelfeld,Yanai Distalfeld,Defensive Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579141,Yanai,Distalfeld,Defensive Midfielder,1,45,20,1,49,27.31,3,3,13.7,147.6,3481.0,8,3,54.7,174.3,2668.6,7.59,0,0,0.0,0.0,0.0,12,6,68.5,322.6,6157.1
1,7ylyw91n1olijhdk2utpdbm6s,,I. Diakite,Ibrahim Diakite,Right Centre Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,680111,Ibrahim,Diakite,Right Centre Back,1,90,21,1,103,29.27,17,9,172.7,319.1,4496.3,12,5,62.2,256.3,5831.3,8.13,11,6,141.4,267.7,5169.9,21,9,93.5,308.8,5174.6
1,79jw6xirvkcww3kk1za3hrsic,,T. Haimovich,Tamir Haimovich,Left Centre Back,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,700067,Tamir,Haimovich,Left Centre Back,1,90,22,1,102,28.48,13,3,151.2,324.5,5284.1,2,3,1.7,110.2,4679.2,7.91,6,3,96.8,233.3,5143.8,12,3,56.0,201.5,4830.3
1,38m43xlm5zsqppf6gcm7ng2z8,,J. Batoum,Jean Batoum,Centre Forward,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,699210,Jean,Batoum,Centre Forward,1,90,23,1,103,30.30,10,2,123.1,207.2,3898.5,23,13,185.5,484.6,6308.4,8.42,16,12,141.3,275.9,4818.0,17,4,168.1,416.8,5404.7
1,3s5i50iv9abqsq15fvevoffxm,,O. Shamir,Omri Shamir,Central Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,701880,Omri,Shamir,Central Midfielder,1,68,22,1,69,27.32,5,1,63.1,206.0,4320.5,5,1,9.7,112.7,3802.2,7.59,2,0,54.4,164.2,2619.4,8,2,18.5,155.5,5514.2
1,3pqbfpqicht6vll0fosml3tp0,,J. Bi,Djiamgone Jocelin Ta Bi,Right Attacking Midfielder,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,699989,Djiamgone Jocelin Ta,Bi,Right Attacking Midfielder,1,90,20,1,95,30.26,14,6,135.4,289.8,4455.1,11,16,185.6,431.0,5523.7,8.41,12,7,122.1,334.9,5345.5,13,15,199.3,387.7,4648.4
1,9fsq3wvshee4whkvr3q08tqay,,I. Rotman,Itay Rotman,Left Centre Back,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,521872,Itay,Rotman,Left Centre Back,1,90,23,1,95,27.46,6,6,64.4,325.5,4299.1,2,6,0.0,33.1,4985.9,7.63,5,9,9.0,165.3,4843.2,4,4,55.4,193.5,4456.0
155,kc3wmrtfwhvbpq70g4kf66dx,253406,S. Jehezkel,Sagiv Jehezkel,Left Winger,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,184659,Sagiv,Jehezkel,Left Winger,1,45,30,0,49,30.42,6,6,42.6,115.1,2548.2,11,3,155.4,208.4,3181.1,8.45,18,9,198.3,323.8,5736.5,0,0,0.0,0.0,0.0
155,v4bceoe3ohmlfv54igzc67rp,100985,D. Micha,Dor Micha,,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,105782,Dor,Micha,,0,0,33,0,0,0.00,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
155,a73ygj1fuda9a1z6p62hhc79x,225157,Nahuel Leiva,Nahuel Leiva,Centre Forward,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,178063,Nahuel,Leiva,Centre Forward,1,59,28,0,73,28.25,4,1,20.7,160.6,2551.7,15,4,89.7,265.0,5022.5,7.85,15,4,107.7,302.9,5457.6,4,1,2.8,123.0,2127.3
155,e8an897mmidiq51r2wz1c3jdh,179554,Xande Silva,Xande Silva,Central Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,209925,Alexandre,Nascimento da Costa e Silva,Central Midfielder,1,8,28,0,11,23.07,0,1,0.0,11.3,225.1,1,1,0.0,18.3,530.1,6.41,1,2,0.0,29.6,756.4,0,0,0.0,0.0,0.0
155,bal6fetsu9dmfjtbjfp4d16mt,145536,O. Davidzada,Ofir Davidzada,Left Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,87604,Ofir,Davidzada,Left Back,1,27,34,0,31,28.55,4,2,65.4,206.9,1642.4,1,1,0.0,39.2,1852.7,7.93,5,3,65.4,246.1,3498.4,0,0,0.0,0.0,0.0
