Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,newestTeamId,newestTeam,newestTeamColor,newestLeagueId,newestLeague,optaPersonId,firstName,lastName,Position,GM,Min,Age,GS,MinIncET,KMHSPEED,OutPossHighDecels,OutPossHighAccels,OutPossDistSprint,OutPossDistHSRun,DistanceRunOutPoss,InPossHighDecels,InPossHighAccels,InPossDistSprint,InPossDistHSRun,DistanceRunInPoss,TopSpeed,ScndHalfHighDecels,ScndHalfHighAccels,ScndHalfDistSprint,ScndHalfDistHSRun,DistanceRunScndHalf,FirstHalfHighDecels,FirstHalfHighAccels,FirstHalfDistSprint,FirstHalfDistHSRun,DistanceRunFirstHalf
1,1q7lbk9sp6pf5wu06oj1x4nh1,180462,A. Miranyan,Artur Miranyan,Centre Forward,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,185474,Artur,Miranyan,Centre Forward,1,90,29,1,103,30.04,13,12,81.2,315.9,7095.0,14,10,165.4,385.1,4855.2,8.35,5,5,78.8,332.0,5668.3,21,18,167.8,370.7,6299.9
1,a66gpgdw47c205q150jn9r4k5,268341,I. Zlatanovic,Igor Zlatanovic,Centre Forward,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,242589,Igor,Zlatanovic,Centre Forward,1,90,27,1,97,29.48,9,3,169.6,403.3,4074.3,7,6,88.8,246.7,6032.7,8.19,6,7,97.9,292.2,4969.0,10,3,160.8,358.1,5148.6
1,2d1s76x7u3ovp3zn947bi2hd6,770959,K. Kangwa,Kings Kangwa,Defensive Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,485918,Kings,Kangwa,Defensive Midfielder,1,90,26,1,97,27.78,8,2,93.9,351.6,4435.7,6,8,47.4,375.8,6940.6,7.72,10,4,82.5,343.1,5541.4,5,6,58.8,385.5,5846.7
1,7j3f6x2ieou5gv0ji17ca0bmd,291827,D. Haziza,Dolev Haziza,Left Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,222719,Dolev,Haziza,Left Midfielder,1,90,30,1,101,25.98,1,0,0.6,117.3,3354.9,4,2,60.7,304.0,6287.9,7.22,4,0,18.0,183.3,5160.1,1,2,43.3,238.5,4494.8
1,8twaof4z06di37p9907vqnxt5,329898,Y. Shua,Yarden Shua,Centre Attacking Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,235675,Yarden,Shua,Centre Attacking Midfielder,1,75,26,1,78,29.68,4,2,49.8,189.5,5338.7,5,0,95.1,162.7,2890.8,8.24,5,1,71.8,119.1,3087.0,4,1,73.1,234.0,5152.8
1,9d5j7rmswsnpgm9cz7v425vjd,497755,Chico,Chico,Left Centre Back,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,482986,Francisco,Alves da Silva Neto,Left Centre Back,1,73,26,1,76,29.24,8,6,148.1,279.6,3929.6,5,4,8.4,126.5,4082.3,8.12,5,4,101.2,150.6,2623.1,9,6,55.6,255.7,5402.7
1,2f245416ulcna17z4l8z3nnbp,166018,S. Goldberg,Sean Goldberg,Left Centre Back,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,213333,Sean,Goldberg,Left Centre Back,1,90,30,1,101,29.13,7,4,98.9,245.2,3412.8,6,3,20.9,166.5,6284.4,8.09,5,6,37.8,187.1,4791.9,8,1,82.1,225.1,4917.7
1,2gpt4ph0jpaaj49fnnmpdc1qt,166020,E. Shamir,Eden Shamir,Central Midfielder,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,179067,Eden,Shamir,Central Midfielder,1,90,30,1,103,28.29,19,11,129.9,559.5,7463.1,6,4,39.3,146.0,4418.3,7.86,10,9,79.8,325.2,5981.4,15,6,89.5,381.7,5918.6
1,6sod0mcgu50ftrc6dyqqam85x,255408,N. Sabag,Naor Sabag,Defensive Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,229042,Naor,Sabag,Defensive Midfielder,1,90,32,1,102,25.99,6,11,44.9,273.9,5755.5,7,6,8.0,233.0,5667.9,7.22,12,13,35.3,214.5,5736.1,3,4,17.6,293.4,5700.4
1,277o13i90bgqej3yrkiw7t0x5,329893,R. Shlomo,Raz Shlomo,Left Centre Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,234942,Raz,Shlomo,Left Centre Back,1,90,26,1,96,25.64,6,4,33.6,332.7,4558.4,0,2,0.0,47.0,5272.5,7.12,4,4,30.5,146.9,4672.3,2,2,3.1,233.1,5170.0
1,aj36hzaahld0t3yrjzhvud51x,284049,D. Biton,Dan Biton,Centre Attacking Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,222207,Dan,Biton,Centre Attacking Midfielder,1,90,30,1,97,28.82,7,5,42.9,179.8,4154.2,20,12,134.6,429.1,6860.6,8.00,10,8,65.8,229.7,5250.4,17,9,112.0,380.2,5776.3
1,ci7y4t5sntdjygs7x8beg31zp,191054,I. Cohen,Idan Cohen,Right Back,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463596,Idan,Cohen,Right Back,1,90,29,1,95,29.35,21,14,143.5,458.0,4842.4,10,7,141.3,246.3,6109.1,8.15,17,10,121.4,389.6,5837.4,16,11,163.4,316.1,5130.5
1,dffwv1ce7banybrqihjro745x,259285,M. Baltaxa,Matan Baltaxa,Left Centre Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,429566,Matan,Baltaxa,Left Centre Back,1,90,29,1,97,27.05,13,9,136.4,471.7,4456.8,9,3,7.5,113.8,6387.2,7.51,15,7,56.6,323.7,5416.1,7,6,87.3,263.0,5440.2
1,1pt3olrwh3lbb1ad0gamvkg7o,775355,C. Don,Cédric Don,Centre Attacking Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,482936,Cédric Franck Emmanuel,Don,Centre Attacking Midfielder,1,90,21,1,102,28.34,15,10,103.6,321.8,6124.8,11,11,79.6,299.7,5769.4,7.87,15,12,93.7,331.7,6235.3,12,9,89.5,290.3,5671.9
1,66pc9v8axzcduoub7xonti1re,828447,I. Madmon,Ilay Madmon,Defensive Midfielder,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512268,Ilay,Madmon,Defensive Midfielder,1,77,22,1,80,27.26,5,7,50.8,268.8,5231.5,3,7,0.0,125.2,4693.4,7.57,4,3,50.8,245.9,4038.8,4,12,0.0,148.1,5897.6
1,7mog0f7cncmy6airdy3akurfu,619785,S. Podgoreanu,Suf Podgoreanu,Right Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,519337,Suf,Podgoreanu,Right Midfielder,1,86,23,1,89,30.57,5,3,63.8,143.3,3164.4,8,2,124.5,305.2,6239.3,8.49,10,3,149.4,233.8,4408.7,4,3,38.9,214.9,5007.8
1,2dzasf5mpqm32122nbisje8d1,179842,S. Piven,Shahar Piven,Right Back,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,456362,Shahar,Piven,Right Back,1,86,29,1,89,29.07,19,11,215.5,435.6,4805.4,15,11,68.6,341.3,5282.4,8.08,10,9,125.7,275.8,4025.5,25,14,158.8,502.1,6078.5
1,74w7u994c832ya17u9g7nkh04,836591,M. Anim Cudjoe,Mathew Anim Cudjoe,Right Winger,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,531457,Mathew,Anim Cudjoe,Right Winger,1,60,21,1,63,26.45,7,2,42.2,147.0,3524.3,7,2,4.3,130.7,3274.4,7.35,1,0,0.0,54.7,1419.6,13,5,46.5,223.0,5388.9
1,6yc393e7obnizzhwng8o0yove,282148,I. Sissokho,Issouf Sissokho,Defensive Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,532531,Issouf,Sissokho,Defensive Midfielder,1,90,23,1,96,27.78,15,4,81.5,410.9,5419.8,8,6,5.5,220.2,6059.1,7.72,8,2,26.4,319.5,5422.9,15,8,60.9,312.7,6070.2
1,2xkn8lyxwwnghvi9acqp8s4bt,738079,O. Blorian,Or Blorian,Right Centre Back,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512607,Or,Blorian,Right Centre Back,1,90,25,1,97,27.66,9,4,100.9,461.9,4320.4,4,2,43.2,175.7,6534.4,7.68,9,6,108.4,391.5,5460.0,4,0,35.7,247.0,5407.2
1,g8subv0do8dhuinc6api0bmx,318775,A. Sefer,Antonio Sefer,Centre Attacking Midfielder,16514,Maccabi Bnei Raina,Bnei Raina,RNA,bvgvmydv5tuf6lxvwvuwbrfje,Maccabi Bnei Raina,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,210397,Antonio,Sefer,Centre Attacking Midfielder,1,89,25,1,95,28.57,4,3,78.7,420.1,6156.6,7,4,114.4,281.2,4401.9,7.94,3,3,99.9,380.0,4622.7,9,4,93.5,322.0,5952.3
1,5dxleurgfe6483pe7qvyc00es,405870,T. Asante,Tyrese Asante,Right Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,546252,Tyrese,Asante,Right Back,1,90,23,1,96,30.15,6,5,134.7,224.1,4443.7,7,6,22.7,172.7,5208.9,8.37,4,3,28.1,162.3,4412.7,9,8,129.4,235.0,5250.6
1,6vou05kb6m6d3ep46kgmhdwx5,569306,N. Ljubisavljevic,Nemanja Ljubisavljevic,Right Centre Back,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,430624,Nemanja,Ljubisavljevic,Right Centre Back,1,90,28,1,95,27.39,12,6,85.2,217.2,5635.4,5,2,15.6,73.6,4205.3,7.61,11,3,58.8,159.7,5196.1,6,5,41.9,131.4,4659.7
1,f48qh7o615ycoub202i9mklp1,295495,I. Abu Abaid,Iyad Abu Abaid,Left Centre Back,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,202581,Iyad,Abu Abaid,Left Centre Back,1,90,30,1,103,28.59,22,16,109.1,292.6,6317.7,5,4,14.2,50.7,3973.4,7.94,14,11,72.2,118.4,5116.4,14,10,52.1,225.4,5189.2
1,bzwiiyuapfzscvt8i7n82qove,594277,I. Shahar,Ido Shahar,Defensive Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,449838,Ido,Shahar,Defensive Midfielder,1,64,24,1,65,30.11,7,2,135.5,276.6,3875.4,4,7,43.7,194.7,4522.2,8.36,7,2,55.7,209.5,2430.9,4,8,123.6,262.2,5976.1
1,b10g13bt7ms539ae9wyau23md,257909,A. Muhammad,Ali Muhammad,Central Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,185335,Ali,Muhammad,Central Midfielder,1,90,29,1,101,27.10,5,4,65.9,192.7,3831.6,6,2,0.0,152.9,6860.0,7.53,7,2,37.9,165.4,5266.7,4,4,28.0,180.9,5440.6
1,vd6lo0pepy4sg6y62ny25i39,155661,R. Mishpati,Roi Mishpati,Goalkeeper,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,104854,Roi,Mishpati,Goalkeeper,1,90,32,1,96,19.46,1,1,0.0,7.9,2508.8,0,1,0.0,15.5,3165.8,5.41,1,0,0.0,14.8,2630.2,0,2,0.0,8.6,3050.4
1,19w3cqnbi2gueaoohx4snney2,669467,O. Niron,Omer Niron,Goalkeeper,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463680,Omer,Niron,Goalkeeper,1,90,24,1,96,16.81,0,2,0.0,5.8,2621.4,0,0,0.0,0.0,2354.0,4.67,0,2,0.0,0.0,2521.1,0,0,0.0,5.8,2459.9
1,1fww8pxvq3aj9nd96niitrzoq,681500,Y. Sadeh,Yuval Sadeh,Central Midfielder,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491451,Yuval,Sadeh,Central Midfielder,1,90,25,1,96,28.77,5,10,109.8,345.8,6566.6,5,4,21.3,144.9,5376.4,7.99,6,5,65.9,257.8,5750.4,4,9,65.2,234.1,6208.7
1,1xf9e9amlpqi2so8or5g0imi2,834157,N. Malmud,Noam Malmud,Right Centre Back,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549495,Noam,Malmud,Right Centre Back,1,90,23,1,102,25.05,4,5,24.4,262.3,5329.5,3,6,0.0,53.9,4860.4,6.96,7,4,24.4,203.9,5161.3,0,7,0.0,112.5,5039.9
1,20ixi041snczl3n0nosu78pka,778419,Z. Zasano,Zohar Zasno,Right Back,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,491397,Zohar,Zasno,Right Back,1,10,23,1,9,29.68,1,2,50.5,54.6,550.4,0,0,0.0,16.3,417.2,8.25,0,0,0.0,0.0,0.0,1,2,50.5,70.8,969.6
1,20y4dvoj235zv2154ot3tayhg,848899,N. Zamir,Nadav Zamir,Goalkeeper,15112,Hapoel Jerusalem,H Jerusalem,HJM,ehmuu62daxvzhvn2wfoe9t86y,Hapoel Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512568,Nadav,Zamir,Goalkeeper,1,90,24,1,102,20.66,1,2,0.0,21.7,2874.5,2,5,0.0,24.7,3151.8,5.74,1,7,0.0,46.5,3315.9,2,0,0.0,0.0,2717.1
1,464o8uslv6z2fdm269j97gt4a,594280,O. Davida,Osher Davida,Right Attacking Midfielder,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,449857,Osher,Davida,Right Attacking Midfielder,1,76,24,1,78,28.30,10,7,57.8,251.2,4080.1,5,4,73.8,175.1,3932.7,7.86,7,3,37.0,167.2,3086.3,8,8,94.6,259.0,4935.6
1,7cb83xffdcj48ul18gs8a0kmi,732385,E. Azoulay,Ethane Azoulay,Centre Forward,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512603,Ethane,Azoulay,Centre Forward,1,90,23,1,101,30.27,5,2,150.6,340.1,3750.2,7,6,71.9,322.1,6605.6,8.41,5,4,83.2,324.3,5228.5,8,4,139.9,338.6,5141.9
1,8pxup7wz3hbg0xxdo0yb3izca,757055,K. Jaber,Karem Jaber,Right Centre Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,504769,Karem,Jaber,Right Centre Back,1,90,24,1,96,27.96,9,3,106.8,298.0,5584.7,3,2,32.5,65.8,4112.5,7.77,3,5,50.9,178.8,4542.6,11,1,88.4,185.5,5168.3
1,8t2kws8ypu1l6zbcuinkjw4mi,534495,G. Cohen,Gil Cohen,Left Centre Back,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,463567,Gil,Cohen,Left Centre Back,1,90,24,1,101,29.18,12,15,130.7,308.6,6830.9,4,5,35.7,108.2,3285.3,8.11,5,4,86.1,168.1,5038.9,11,16,80.9,248.7,5091.1
1,8p329aju30zmley34wcb1moh6,665968,S. Khvadagiani,Saba Khvadagiani,Central Defender,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,514830,Saba,Khvadagiani,Central Defender,1,80,22,1,80,31.21,11,6,268.9,224.4,4551.6,11,3,25.9,134.5,3718.8,8.67,8,3,178.5,131.2,3180.1,14,6,116.9,228.4,5102.4
1,63b0iy8j5k5mk46g5jefr1wmi,628101,G. Naor,Goni Naor,Central Midfielder,491,Maccabi Haifa,M Haifa,MHA,bglyqy0awtu6lzvpab390rir2,Maccabi Haifa,#008000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,235669,Goni,Naor,Central Midfielder,1,31,26,1,28,28.32,4,2,34.0,122.7,1390.2,0,0,0.0,69.7,2218.0,7.87,0,0,0.0,0.0,0.0,4,2,34.0,192.7,3613.1
1,9k9fpax1m803err1528v29clw,890054,R. Revivo,Roy Revivo,Left Back,1007,Maccabi Tel Aviv,Maccabi TA,MTA,ealjallt13942jb2q2hk4buxa,Maccabi Tel Aviv,#FFFF00,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,545092,Roy,Revivo,Left Back,1,90,22,1,96,28.04,14,10,144.3,483.3,4862.4,6,7,37.7,176.9,5249.3,7.79,11,11,91.5,327.4,4911.6,12,6,90.5,333.3,5212.0
1,ehzcdtht7vyekwm7k95lid990,897606,A. Ibrahim,Ahmad Salman,Left Winger,2789,Bnei Sakhnin,Sakhnin,BNS,54hbubv11m3ygghs51uperow9,Bnei Sakhnin,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,549485,Ahmad,Salman,Left Winger,1,67,21,1,70,28.95,14,6,27.5,263.9,4561.6,8,9,58.9,192.2,3638.1,8.04,6,6,42.3,152.3,2459.5,18,9,44.0,304.5,5753.0
1,2oe38rd8fu8h2ogltboenp4kq,594283,N. Niddam,Nadav Niddam,Defensive Midfielder,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,449851,Nadav,Niddam,Defensive Midfielder,1,79,24,1,79,26.51,2,4,47.4,208.3,3986.5,3,3,31.4,200.2,5226.5,7.36,2,5,35.1,168.9,3974.4,3,3,43.7,239.6,5252.4
1,ejj47sab7r6aj157a60flhhxw,848898,I. Ben Shabat,Itay Ben Shabat,Left Centre Back,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512556,Itay,Ben Shabat,Left Centre Back,1,90,25,1,96,30.08,11,8,181.1,276.3,5346.4,6,5,1.4,97.8,4326.9,8.36,7,6,137.3,172.9,4619.0,10,7,45.2,201.9,5066.9
1,a3969dlycbg8g84qor7wf3q50,902934,Y. Levi,Yarin Levi,Defensive Midfielder,469,Beitar Jerusalem,Beitar,BJM,cx0rucvdzkg1yd00vrueu2u7,Beitar Jerusalem,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579139,Yarin,Levi,Defensive Midfielder,1,86,20,1,89,28.48,14,6,60.8,245.2,6021.7,6,4,61.8,136.1,3002.3,7.91,8,4,46.1,141.0,3958.3,13,6,76.8,241.0,5079.0
1,a4id2y9k14dx1j0cd9g59x8gk,902927,M. Yashilirmak,Maor Yashilirmak,Left Back,1942,Ashdod,Ashdod,ASH,3xbrfd77vj0zi8vbrnwqz54z,Ashdod,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,579150,Maor,Yashilirmak,Left Back,1,90,20,1,103,25.62,8,7,30.2,242.6,4449.2,7,4,19.9,149.1,5793.3,7.12,8,7,31.0,182.1,5123.8,8,6,19.1,210.4,5134.9
1,8nc9js00u6c5pshyk5lvs6jmx,776386,A. Kraev,Andrian Kraev,Central Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,521044,Andrian,Kraev,Central Midfielder,1,90,26,1,103,29.20,4,3,161.4,244.1,4470.7,8,5,110.6,371.0,6218.2,8.11,6,7,162.1,390.8,5181.4,8,2,110.3,224.8,5524.6
1,3zvp2yd1gctzxmsc8lwpcyy21,520137,Saná Gomes,Saná Gomes,Left Back,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,511114,Saná,Gomes,Left Back,1,90,25,1,102,28.64,5,6,130.1,253.3,5014.2,9,2,104.0,221.4,5214.6,7.96,8,0,129.4,257.0,4991.2,7,8,104.8,218.4,5249.4
1,9yb88b47etya2zd83o4x30p3o,956897,R. Nawi,Roy Nawi,Defensive Midfielder,3183,Hapoel Haifa,H Haifa,HHA,7cd60mgte8skipavum0o6ecyo,Hapoel Haifa,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,582493,Roy,Nawi,Defensive Midfielder,1,90,21,1,102,28.66,7,4,101.9,289.6,5825.8,4,5,97.8,323.5,5809.6,7.96,8,3,80.7,290.3,5849.8,3,6,119.0,323.3,5799.4
1,dd1gwpduhvds0c6jeese3ynf8,872844,N. Eliasi,Niv Eliasi,Goalkeeper,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,545100,Niv,Eliasi,Goalkeeper,1,90,23,1,97,20.87,0,1,0.0,12.2,2205.7,2,1,0.0,8.7,3247.4,5.80,0,2,0.0,20.9,2702.0,2,0,0.0,0.0,2757.5
1,aeye6v28onph82wa696vuk9as,982014,A. Ganah,Amir Ganah,Left Attacking Midfielder,3012,Hapoel Be'er Sheva,H Be'er Sheva,HBS,9ppjmek1r3tb9yddebneaxj7i,Hapoel Be'er Sheva,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,598898,Amir,Ganah,Left Attacking Midfielder,1,63,21,1,66,27.34,1,1,19.6,180.7,2812.7,6,2,28.1,132.0,4712.2,7.59,2,0,27.9,96.6,1976.4,6,3,19.8,216.1,5557.1
1,22omu9e5f519ntjz8sa03fthw,880070,C. Songa,Songa Chipyoka,Centre Forward,2792,Hapoel Petah Tikva,H Petah Tikva,HPT,1f4f869ya31jh0biwiipqxpj2,Hapoel Petah Tikva,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,612694,Songa,Chipyoka,Centre Forward,1,79,20,1,79,29.82,7,7,54.6,191.1,3901.1,14,7,113.4,234.3,4562.1,8.28,10,5,54.3,145.1,3495.2,13,9,114.0,281.2,4981.6
1,1scymdq7a8sos1h5bvepm33zd,318312,L. Rotman,Liran Rotman,Left Winger,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,210731,Liran,Rotman,Left Winger,1,45,29,1,49,26.71,6,4,31.8,247.1,2815.2,1,1,32.7,183.4,2764.2,7.42,0,0,0.0,0.0,0.0,8,5,64.5,430.7,5589.0
1,7kdjfzamp2pttc7g3bdhfchec,960654,R. Binyamin,Ran Binyamin,Central Midfielder,245,Hapoel Tel Aviv,Hapoel TA,HTA,dv6fn97f0kx4x988y86gkmwb8,Hapoel Tel Aviv,#ff0000,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,590901,Ran,Binyamin,Central Midfielder,1,45,21,1,49,27.40,8,5,47.0,165.7,3162.7,6,2,37.9,202.5,2798.5,7.61,0,0,0.0,0.0,0.0,14,7,84.9,368.7,5973.6
1,7oh7f9j26ik3k3khu960w1fro,987699,M. Abu Rumi,Muhammad Abu Rumi,Right Winger,2788,Ironi Kiryat Shmona,Kiryat Shmona,IKS,e2ryr6aied781hzc7hx9yntk8,Ironi Kiryat Shmona,#D3D3D3,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,606186,Muhammad,Abu Rumi,Right Winger,1,90,21,1,95,29.64,7,4,71.2,275.1,6111.9,11,4,121.3,328.3,4606.1,8.23,9,5,83.0,249.4,5438.6,9,5,109.8,354.1,5294.6
1,afj5u37835t1dkagjc9jmxppm,846119,O. Bilu,Oz Bilu,Centre Forward,2787,Maccabi Netanya,M Netanya,MNT,6j9xcfzg0gp8j84yaoidmspaw,Maccabi Netanya,,2xg0qvif1rh7du6wmk2eleku3,Ligat Ha'al,512415,Oz,Bilu,Centre Forward,1,80,24,1,80,31.38,10,4,16.0,124.8,4760.2,15,7,217.3,310.9,4415.3,8.72,11,2,138.5,166.9,3676.9,14,9,95.7,269.0,5511.0
